JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
Analista de implantação de TI e BI,Hands RH,"Campinas, SP",há 30+ dias,2021-10-18,"Deve garantir que ERP, CRM, BPM ofereçam dados confiáveis para alimentar o Business Intelligence (BI). Tem responsabilidade de apoiar os departamentos na…",Não informado
Senior Specialist - Data Scientist Open Banking,MasterCard,"São Paulo, SP",há 24 dias,2021-10-18,Propose creative solutions to existing business challenges. Present findings to business leaders internally and to clients.,Não informado
Analista de Dados BI,Genter Serviços em Recursos Humanos LTDA,"São Paulo, SP",há 23 dias,2021-10-18,GENTER SERVIÇOS EM RECURSOS HUMANOS LTDA. Desenvolvimento e manutenção em rotinas de cargas de dados (procedures); Banco de Dados (SQL e Procedures).,R$ 22 por dia
"Product Manager, NPS Prism",Bain & Company Inc,"São Paulo, SP",há 30+ dias,2021-10-18,Master’s degree in business administration preferred. Concentration in business or data science/analytics strongly preferred. 2+ years of post-MBA experience.,Não informado
ANALISTA DE TI,Senador Empregos,"São Paulo, SP",há 30+ dias,2021-10-18,"EXP. EM DESENVOLVER E PROJETAR NOVOS SISTEMAS, PRESTAR SUPORTE A SISTEMAS JÁ EXISTENTES ADMINISTRANDO E CRIANDO NOVOS SOFTWARES.",R$ 2.400 por mês
Client Engineering Architect - Opportunity for Working Remot...,VMware,"São Paulo, SP",há 30+ dias,2021-10-18,"Provide guidance relating to business changes, changes in underlying technologies, emerging standards, competitive changes, and other factors, which may drive…",Não informado
Consultor de Inteligência de Dados,Record TV,"São Paulo, SP",há 30+ dias,2021-10-18,Somos uma empresa aberta para o novo e em constante mudança para acompanhar a transformação digital na comunicação.,Não informado
Analista Microsoft Power BI,AMPLIX,"São Paulo, SP",há 30+ dias,2021-10-18,Experiência comprovada em Projetos BI utilizando o MS Power BI. Experiência em levantar requisitos de negócio com o cliente.,Não informado
Front End Software Engineer,Google,"São Paulo, SP",há 30+ dias,2021-10-18,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",Não informado
novaInsights Manager,Parrot Analytics,"São Paulo, SP",Recém publicada,2021-10-18,"A formal education in research, media, communications, advertising, business, or a BS in a quantitative field (e.g., Applied Math, Statistics, Computer Science,…",Não informado
Technical Architect-Azure Platform,IBM,"Hortolândia, SP",há 30+ dias,2021-10-18,This role designs applications required to automate business processes and meet business needs. Defines solutions to client business problems through the…,Não informado
Data Analytics/BI - Sr. Analyst,Lopes Consultoria de Imóveis,"São Paulo, SP",há 30+ dias,2021-10-18,"Dentro da maior empresa imobiliária do país, com mais de 80 anos de história, temos uma oportunidade incrível, num projeto de transformação digital, com total…",Não informado
Executivo Técnico de Negócios (HCM),Senior Sistemas,"São Paulo, SP",há 30+ dias,2021-10-18,"Aqui nós contribuímos para o êxito das negociações comerciais. (LG, ADP, Oracle, MetaDados, SucessFactors, TOTVS, etc);",Não informado
"Associate Product Manager, NPS Prism",Bain & Company Inc,"São Paulo, SP",há 30+ dias,2021-10-18,"Exceptional analytic and technical skills, including knowledge of market research tools, data science and business intelligence tools, and advanced analytical…",Não informado
"Tag Management and Analytics, Senior Manager",Oracle,"São Paulo, SP",há 13 dias,2021-10-18,Applies statistics-based market intelligence to business issues and formulates recommendations on optimizing the user experience and help drive business…,Não informado
Analista de BI,Page Personnel,"São Paulo, SP",há 30+ dias,2021-10-18,"Responsável por otimizar processos de extração, transformação dos dados transacionais contidos nas ferramentas da empresa ou dos clientes, através de processos…",Não informado
Arquiteto de Soluções - Senior,Tech Mahindra,"São Paulo, SP",há 30+ dias,2021-10-18,"Nós realmente acreditamos que a tecnologia torna isso possível, mas são as pessoas que fazem isso acontecer. Data Architect ( with Hadoop experience )- Senior.",Não informado
Security Services Seller,IBM,"São Paulo, SP",há 26 dias,2021-10-18,"Activities are subject to business measurements, impact customer satisfaction, and impact functional, business unit, or country costs or expenses.",Não informado
Arquitetura de Dados,Itaú Unibanco,"São Paulo, SP",há 30+ dias,2021-10-18,"Nosso cliente é o banco Itaú, a maior instituição bancária privada do Brasil. Conhecimento com Cloud Pública (Azure, AWS ou GCP);",Não informado
Reliability Engineering Manager,Johnson & Johnson Family of Companies,"São José dos Campos, SP",há 30+ dias,2021-10-18,Lead operations teams for Commercial business applications across Digital where you will drive analysis of incidents to lead teams to resolve issues.,Não informado
LATAM Risk Account Manager,Bloomberg,"São Paulo, SP",há 26 dias,2021-10-18,"Provide feedback to the business on client needs, competitor intelligence, and market trend. Proactively find and monitor at-risk users to defend the Bloomberg…",Não informado
ESPECIALISTA EM DESEMPENHO OPERACIONAL I- (Ênfase em Ciência...,TecBan | Venha Fazer Parte Da Equipe,"São Paulo, SP",há 30+ dias,2021-10-18,O candidato precisa estar engajado ao desafio de utilizar suas habilidades de cientista de dados em um ambiente em transformação e começar a se adaptar a esse…,Não informado
novaMercado Livre - Desenvolvedor Backend SR,Page Outsourcing Brasil,"Osasco, SP",há 3 dias,2021-10-18,"Experiência com tecnologias como Java, Go, NodeJS ou linguagens similares. No Mercado Livre, trabalhamos para promover uma cultura inclusiva, que busca a…",Não informado
Security Services Specialist,IBM,"Hortolândia, SP",há 26 dias,2021-10-18,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environments—with complete software…",Não informado
Project Manager-SAP,IBM,"Hortolândia, SP+1 local",há 8 dias,2021-10-18,"You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business…",Não informado
Analista de BI Sênior São José dos Campos / SP,Sistema Poliedro,"São José dos Campos, SP",há 30+ dias,2021-10-18,O seu conhecimento pode nos ajudar muito. Apoiar gestores em decisões com informações estratégicas; Extrair informações de bases de dados estruturados ou não…,Não informado
Analista de Negócios de Tecnologia da Informação - Senior,IBM,"Hortolândia, SP",há 16 dias,2021-10-18,Be ready to navigate the complex relationships that make the business world run and find the actionable insights that result in great business decisions.,Não informado
Consultor Power BI,Keyrus Brazil,"São Paulo, SP",há 30+ dias,2021-10-18,Análise dos dados armazenados sobre a operação; Pelo menos 2 anos de experiência na função de Analista de BI; Conhecimento em Lógica de Programação;,Não informado
Analista de Sistemas Sr,Assessor Bordin,"São Paulo, SP",há 30+ dias,2021-10-18,"Desejável Pós-Graduação em Engenharia de Software, Arquitetura de Soluções, Big Data, Business Intelligence, Analytics, Gestão de Projetos entre outros cursos…",Não informado
Analista de BI (Foco em mídia),Digital House Brasil,"São Paulo, SP",há 11 dias,2021-10-18,"Estamos transformando carreiras, ensinando de forma inovadora, com o propósito de mudar vidas através da educação. Dominar técnicas de ETL, inclusive via SQL;",Não informado
BI QlikSense - SR,SOW,"São Paulo, SP",há 30+ dias,2021-10-18,CONSULTOR QLIKSENSE BI – SR Requisitos: Experiência com QlikSense Projetos de suporte de desenvolvimento e manutenção Especificação Desenvolver novas…,Não informado
Líder de Projetos de BI / Big Data Sênior,Leega Consultoria,"São Paulo, SP",há 30+ dias,2021-10-18,"Ficaremos muito felizes em ter você em nosso time. Liderar os projetos, colaboradores e seus recursos, oferecendo os meios necessários para que atinjam seus…",Não informado
Analista de Sistemas Jr - SAP BI,Festo,"São Paulo, SP",há 30+ dias,2021-10-18,"Profissional com experiência em SAP BW 7.x (Modelagem, ETL, process chain, relatórios, etc);",Não informado
Analista de BI (Foco em mídia),Digital House Brasil,"São Paulo, SP",há 11 dias,2021-10-18,"Somos uma escola de tecnologia que atua na capacitação de habilidades digitais. Estamos transformando carreiras, ensinando de forma inovadora, com o propósito…",Não informado
BI QlikSense - SR,SOW,"São Paulo, SP",há 30+ dias,2021-10-18,"Projetos de suporte de desenvolvimento e manutenção. Testar e manter as integrações, melhorias e correções de bugs. Enviar currículo em inglês e português.",Não informado
Líder de Projetos de BI / Big Data Sênior,Leega Consultoria,"São Paulo, SP",há 30+ dias,2021-10-18,A Leega é uma empresa focada no atendimento eficiente e inovador em seus clientes. Isso não poderia ser diferente com o nosso principal combustível: as pessoas!,Não informado
Analista de Sistemas Jr - SAP BI,Festo,"São Paulo, SP",há 30+ dias,2021-10-18,"Suporte global no módulo SAP BI para todos os usuários Festo (Europa, América e Asia). Roll-Out de Aplicações Globais do Grupo Festo para os usuários da América…",Não informado
Customer Support-Engineer II,FICO,"São Paulo, SP",há 30+ dias,2021-10-18,"Join FICO and help change the way business thinks! You’ll play a part in our commitment to help businesses use data to improve every choice they make, using…",Não informado
Analista de Dados Sênior | Power BI,Semantix,"São Paulo, SP",há 30+ dias,2021-10-18,"Quer impactar bilhões de vidas com dados? Vem compartilhar desse sonho conosco! #vempraSemantix Na Semantix, somos um time de apaixonados por tecnologia, com…",Não informado
Package Consultant-SAP SCM SD,IBM,"Hortolândia, SP+1 local",há 18 dias,2021-10-18,"You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business…",Não informado
Analista de BI,Robert Half,"São Paulo, SP",há 19 dias,2021-10-18,"Extração e consolidação das informações dos ERP´s (JDE, Tovts, SAP, Siagri. Empresa multinacional do segmento agrícola. Conhecimento pleno em Power BI;",Não informado
Service Coordinator Jr,Kyndryl,"Hortolândia, SP",há 9 dias,2021-10-18,Follow up on Major Incidents that generate business impact for the client. Identification of the business impact of Major Incidents that directly affect the…,Não informado
